seq_id,ko,gene,source,organism_code_or_name,species,taxid,domain,phylum,class,order,family,genus,length,description,system,classification_basis
bfgm|1|K01252|entB|P0ADI4,K01252,entB,uniprot,Escherichia coli (strain K12),Escherichia coli (strain K12),83333.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,285,Enterobactin synthase component B (EC 6.3.2.14) (Enterobactin biosynthesis bifunctional protein EntB) (Enterochelin synthase B) [Includes: I,enterobactin biosynthesis,gene_symbol_match
bfgm|211|K23376|NA|ddc_Dd586_2580,K23376,,kegg,ddc,Dickeya parazeae Ech586,590409.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,258,(GenBank) HpcH/HpaI aldolase (A),staphyloferrin B biosynthesis (sbn),ko_confirmed_on_term
bfgm|212|K23376|NA|dzc_W909_07425,K23376,,kegg,dzc,Dickeya zeae EC1,1427366.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,258,(GenBank) siderophore biosynthesis protein SbnG (A),staphyloferrin B biosynthesis (sbn),ko_confirmed_on_term
bfgm|213|K23376|NA|dso_A4U42_16820,K23376,,kegg,dso,Dickeya solani IPO 2222,1225786.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,258,(GenBank) siderophore biosynthesis protein SbnG (A),staphyloferrin B biosynthesis (sbn),ko_confirmed_on_term
bfgm|214|K23725|iroB|A0A0H2V630,K23725,iroB,uniprot,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),199310.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,371,Enterobactin C-glucosyltransferase (Ent C-glucosyltransferase) (EC 2.4.1.369),salmochelin biosynthesis,gene_symbol_match
bfgm|215|K24108|asbA|A0A0F7RJ52,K24108,asbA,uniprot,Bacillus anthracis,Bacillus anthracis,1392.0,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,602,Spermidine-citrate ligase (EC 6.3.2.-) (Petrobactin biosynthesis protein AsbA),petrobactin biosynthesis (asb),gene_symbol_match
bfgm|216|K24109|asbB|Q81RQ8,K24109,asbB,uniprot,Bacillus anthracis,Bacillus anthracis,1392.0,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,612,"Citryl-spermidine/3,4-dihydroxybenzoyl-citryl-spermidine:spermidine ligase (EC 6.3.2.-) (Petrobactin biosynthesis protein AsbB)",petrobactin biosynthesis (asb),gene_symbol_match
bfgm|217|K25109|NA|enr_H650_21755,K25109,,kegg,enr,Enterobacter sp. R4-368,1166130.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,302,(GenBank) iron ABC transporter substrate-binding protein (A),Sir staphyloferrin B uptake,ko_confirmed_on_term
bfgm|218|K25109|NA|enf_AKI40_3658,K25109,,kegg,enf,Enterobacter sp. FY-07,1692238.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,304,(GenBank) cbrA; Achromobactin ABC transporter periplasmic component cbrA (A),Sir staphyloferrin B uptake,ko_confirmed_on_term
bfgm|219|K25109|NA|ksa_C813_08725,K25109,,kegg,ksa,Kosakonia sacchari SP1,1235834.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,302,(GenBank) achromobactin-binding protein (A),Sir staphyloferrin B uptake,ko_confirmed_on_term
bfgm|220|K25109|NA|kco_BWI95_11875,K25109,,kegg,kco,Kosakonia cowanii JCM 10956 = DSM 18146,1300165.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,299,(GenBank) achromobactin-binding protein (A),Sir staphyloferrin B uptake,ko_confirmed_on_term
bfgm|221|K25109|NA|kot_EH164_16215,K25109,,kegg,kot,Kosakonia sp. CCTCC M2018092,2492396.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,299,(GenBank) iron-siderophore ABC transporter substrate-binding protein (A),Sir staphyloferrin B uptake,ko_confirmed_on_term
bfgm|222|K25113|NA|spm_spyM18_1867,K25113,,kegg,spm,Streptococcus pyogenes MGAS8232 (serotype M18),186103.0,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,580,(GenBank) putative ABC transporter (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|223|K25117|isdB|A6QG30,K25117,isdB,uniprot,Staphylococcus aureus (strain Newman),Staphylococcus aureus (strain Newman),426430.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,645,Iron-regulated surface determinant protein B (Fur-regulated protein B) (Staphylococcal iron-regulated protein H) (Staphylococcus aureus surf,Isd heme relay,gene_symbol_match
bfgm|224|K25117|isdB|A6U0U6,K25117,isdB,uniprot,Staphylococcus aureus (strain JH1),Staphylococcus aureus (strain JH1),359787.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,645,Iron-regulated surface determinant protein B (Fur-regulated protein B) (Staphylococcal iron-regulated protein H) (Staphylococcus aureus surf,Isd heme relay,gene_symbol_match
bfgm|225|K25117|isdB|Q2YX96,K25117,isdB,uniprot,Staphylococcus aureus (strain bovine RF122 / ET3-1),Staphylococcus aureus (strain bovine RF122 / ET3-1),273036.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,629,Iron-regulated surface determinant protein B (Fur-regulated protein B) (Staphylococcal iron-regulated protein H) (Staphylococcus aureus surf,Isd heme relay,gene_symbol_match
bfgm|226|K25117|isdB|Q6GA86,K25117,isdB,uniprot,Staphylococcus aureus (strain MSSA476),Staphylococcus aureus (strain MSSA476),282459.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,645,Iron-regulated surface determinant protein B (Fur-regulated protein B) (Staphylococcal iron-regulated protein H) (Staphylococcus aureus surf,Isd heme relay,gene_symbol_match
bfgm|227|K25117|isdB|Q6GHV7,K25117,isdB,uniprot,Staphylococcus aureus (strain MRSA252),Staphylococcus aureus (strain MRSA252),282458.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,652,Iron-regulated surface determinant protein B (Fur-regulated protein B) (Staphylococcal iron-regulated protein H) (Staphylococcus aureus surf,Isd heme relay,gene_symbol_match
bfgm|228|K25119|NA|spy_SPy_1796,K25119,,kegg,spy,Streptococcus pyogenes M1 GAS (serotype M1),160490.0,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,291,(GenBank) hypothetical protein (A),Shr-Shp heme relay,ko_confirmed_on_term
bfgm|229|K25119|NA|spya_A20_1578c,K25119,,kegg,spya,Streptococcus pyogenes A20 (serotype M1),1235829.0,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,269,(GenBank) shp; cell surface heme-binding protein (A),Shr-Shp heme relay,ko_confirmed_on_term
bfgm|230|K25120|shr|Q99YA0,K25120,shr,uniprot,Streptococcus pyogenes serotype M1,Streptococcus pyogenes serotype M1,301447.0,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,1275,Streptococcal hemoprotein receptor (Heme-acquisition protein Shr) (Heme-binding protein Shr) (Hemoprotein binding receptor),Shr-Shp heme relay,gene_symbol_match
bfgm|231|K25121|isdH|Q2FG07,K25121,isdH,uniprot,Staphylococcus aureus (strain USA300),Staphylococcus aureus (strain USA300),367830.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,895,Iron-regulated surface determinant protein H (Haptoglobin receptor A) (Staphylococcus aureus surface protein I),Isd heme relay,gene_symbol_match
bfgm|232|K25121|isdH|Q2FXJ2,K25121,isdH,uniprot,Staphylococcus aureus (strain NCTC 8325 / PS 47),Staphylococcus aureus (strain NCTC 8325 / PS 47),93061.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,895,Iron-regulated surface determinant protein H (Haptoglobin receptor A) (Staphylococcus aureus surface protein I),Isd heme relay,gene_symbol_match
bfgm|233|K25121|isdH|Q2YTF7,K25121,isdH,uniprot,Staphylococcus aureus (strain bovine RF122 / ET3-1),Staphylococcus aureus (strain bovine RF122 / ET3-1),273036.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,893,Iron-regulated surface determinant protein H (Haptoglobin receptor A) (Staphylococcus aureus surface protein I),Isd heme relay,gene_symbol_match
bfgm|234|K25121|isdH|Q8NW39,K25121,isdH,uniprot,Staphylococcus aureus (strain MW2),Staphylococcus aureus (strain MW2),196620.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,895,Iron-regulated surface determinant protein H (Haptoglobin receptor A) (Staphylococcus aureus surface protein I),Isd heme relay,gene_symbol_match
bfgm|235|K25121|isdH|Q931P4,K25121,isdH,uniprot,Staphylococcus aureus (strain Mu50 / ATCC 700699),Staphylococcus aureus (strain Mu50 / ATCC 700699),158878.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,891,Iron-regulated surface determinant protein H (Haptoglobin receptor A) (Staphylococcus aureus surface protein I),Isd heme relay,gene_symbol_match
bfgm|236|K25121|isdH|Q99TD3,K25121,isdH,uniprot,Staphylococcus aureus (strain N315),Staphylococcus aureus (strain N315),158879.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,891,Iron-regulated surface determinant protein H (Haptoglobin receptor A) (Staphylococcus aureus surface protein I),Isd heme relay,gene_symbol_match
bfgm|237|K25290|NA|vib_VspSTUT11_38870,K25290,,kegg,vib,Vibrio sp. STUT-A11,2976236.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,256,fhuC; (GenBank) iron(3+)-hydroxamate import ATP-binding protein FhuC (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|238|K25290|NA|vic_SNR28_11240,K25290,,kegg,vic,Vibrio iocasae HN007,3098914.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,271,(GenBank) ABC transporter ATP-binding protein (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|239|K25290|NA|paew_KIH87_11600,K25290,,kegg,paew,Paraneptunicella aestuarii NBU2194,2831148.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraneptunicella,246,(GenBank) ABC transporter ATP-binding protein (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|240|K25290|NA|tcd_AAIA72_10185,K25290,,kegg,tcd,Thermohahella caldifontis SMD15-11,3142973.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Thermohahella,270,(GenBank) ABC transporter ATP-binding protein (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|241|K25290|NA|hadn_NKF27_15275,K25290,,kegg,hadn,Halomonas sp. DN3,2953657.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,289,(GenBank) ABC transporter ATP-binding protein (A),"unclassified (KEGG gap-fill, KO not linked to an audited on-term seed gene)",unclassified_ko_gapfill
bfgm|242|K26252|dtxR|H2I233,K26252,dtxR,uniprot,Corynebacterium diphtheriae (strain PW8),Corynebacterium diphtheriae (strain PW8),698964.0,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,226,Diphtheria toxin repressor (Iron-dependent diphtheria tox regulatory element) (Tox regulatory factor),DtxR regulon,gene_symbol_match
bfgm|243|K26252|dtxR|P0DJL7,K26252,dtxR,uniprot,Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis),Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis),257309.0,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,226,Diphtheria toxin repressor (Iron-dependent diphtheria tox regulatory element) (Tox regulatory factor),DtxR regulon,gene_symbol_match
bfgm|244|K26252|dtxR|Q8NP95,K26252,dtxR,uniprot,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / BCRC 11384 / CCUG 27702 / LMG 3730 / NBRC 12168 / NCIMB 10025 / NRRL B-2784 / 534),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / BCRC 11384 / CCUG 27702 / LMG 3730 / NBRC 12168 / NCIMB 10025 / NRRL B-2784 / 534),196627.0,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,228,Diphtheria toxin repressor (Iron-dependent diphtheria tox regulatory element) (Tox regulatory factor),DtxR regulon,gene_symbol_match
bfgm|245|K26252|dtxR|Q4JV96,K26252,dtxR,uniprot,Corynebacterium jeikeium (strain K411),Corynebacterium jeikeium (strain K411),306537.0,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,240,Diphtheria toxin repressor (Iron-dependent diphtheria tox regulatory element) (Tox regulatory factor),DtxR regulon,gene_symbol_match
bfgm|246|K26252|dtxR|Q8FPG6,K26252,dtxR,uniprot,Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395),Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395),196164.0,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,230,Diphtheria toxin repressor (Iron-dependent diphtheria tox regulatory element) (Tox regulatory factor),DtxR regulon,gene_symbol_match
bfgm|247|K26252|ideR|P0A673,K26252,ideR,uniprot,Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97),Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97),233413.0,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,230,Iron-dependent repressor IdeR,DtxR regulon,gene_symbol_match
bfgm|248|noKO|bacA|O68006,noKO,bacA,uniprot,Bacillus licheniformis,Bacillus licheniformis,1402.0,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,5255,Bacitracin synthase 1 (BA1) [Includes: ATP-dependent cysteine adenylase (CysA) (Cysteine activase); ATP-dependent leucine adenylase (LeuA) (,bacillibactin biosynthesis (bacACEBF),gene_symbol_match
bfgm|249|noKO|bfd|O68934,noKO,bfd,uniprot,Serratia marcescens,Serratia marcescens,615.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,64,Bacterioferritin-associated ferredoxin,Bfr-Bfd iron mobilisation,gene_symbol_match
bfgm|250|noKO|bfr|O68935,noKO,bfr,uniprot,Serratia marcescens,Serratia marcescens,615.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,159,Bacterioferritin (BFR) (EC 1.16.3.1) (Cytochrome b-1) (Cytochrome b-557),ferritin-family iron storage,gene_symbol_match
bfgm|251|noKO|bfr|P13570,noKO,bfr,uniprot,Nitrobacter winogradskyi (Nitrobacter agilis),Nitrobacter winogradskyi (Nitrobacter agilis),913.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Nitrobacter,50,Bacterioferritin (BFR) (EC 1.16.3.1) (Cytochrome b-559),ferritin-family iron storage,gene_symbol_match
bfgm|252|noKO|bfr|P22759,noKO,bfr,uniprot,Azotobacter vinelandii,Azotobacter vinelandii,354.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,156,Bacterioferritin (BFR) (EC 1.16.3.1) (Cytochrome b-557.5),ferritin-family iron storage,gene_symbol_match
bfgm|253|noKO|bfr|P43314,noKO,bfr,uniprot,Mycobacterium avium,Mycobacterium avium,1764.0,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,159,Bacterioferritin (BFR) (EC 1.16.3.1),ferritin-family iron storage,gene_symbol_match
bfgm|254|noKO|bfr|Q59738,noKO,bfr,uniprot,Rhodobacter capsulatus (Rhodopseudomonas capsulata),Rhodobacter capsulatus (Rhodopseudomonas capsulata),1061.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,,Rhodobacter,161,Bacterioferritin (BFR) (EC 1.16.3.1),ferritin-family iron storage,gene_symbol_match
bfgm|255|noKO|efeU|P75901,noKO,efeU,uniprot,Escherichia coli (strain K12),Escherichia coli (strain K12),83333.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,276,Putative inactive ferrous iron permease EfeU (Putative Fe(2+) ion permease EfeU),EfeUOB/M elemental iron uptake,gene_symbol_match
bfgm|256|noKO|feoB|Q8GNS3,noKO,feoB,uniprot,Legionella pneumophila,Legionella pneumophila,446.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,751,Fe(2+) transporter FeoB (Ferrous iron transport protein B),Feo ferrous iron transport,gene_symbol_match
bfgm|257|noKO|fes|Q56855,noKO,fes,uniprot,Yersinia enterocolitica,Yersinia enterocolitica,630.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,353,Iron(III) enterobactin esterase (EC 3.1.1.108) (Enterochelin esterase) (Ferric enterobactin esterase),enterobactin iron release,gene_symbol_match
bfgm|258|noKO|foxA|Q01674,noKO,foxA,uniprot,Yersinia enterocolitica,Yersinia enterocolitica,630.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,710,Ferrioxamine receptor,ferrioxamine uptake,gene_symbol_match
bfgm|259|noKO|ftnA|P77930,noKO,ftnA,uniprot,Pseudomonas putida (Arthrobacter siderocapsulatus),Pseudomonas putida (Arthrobacter siderocapsulatus),303.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,154,Bacterial ferritin (FtnA) (EC 1.16.3.1) (Bacterial non-heme ferritin) (Bacterioferritin) (Bfr),ferritin-family iron storage,gene_symbol_match
bfgm|260|noKO|fur|P0A0S9,noKO,fur,uniprot,Neisseria meningitidis serogroup C,Neisseria meningitidis serogroup C,135720.0,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,144,Ferric uptake regulation protein (Ferric uptake regulator),Fur regulon,gene_symbol_match
bfgm|261|noKO|fur|O68563,noKO,fur,uniprot,Pseudomonas fluorescens,Pseudomonas fluorescens,294.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,123,Ferric uptake regulation protein (Ferric uptake regulator),Fur regulon,gene_symbol_match
bfgm|262|noKO|fur|O07315,noKO,fur,uniprot,Rhizobium leguminosarum bv. viciae,Rhizobium leguminosarum bv. viciae,387.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,142,Ferric uptake regulation protein (Ferric uptake regulator),Fur regulon,gene_symbol_match
bfgm|263|noKO|fur|P0C0P3,noKO,fur,uniprot,Staphylococcus epidermidis,Staphylococcus epidermidis,1282.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,138,Ferric uptake regulation protein (Ferric uptake regulator),Fur regulon,gene_symbol_match
bfgm|264|noKO|fur|P45599,noKO,fur,uniprot,Klebsiella pneumoniae,Klebsiella pneumoniae,573.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,155,Ferric uptake regulation protein (Ferric uptake regulator),Fur regulon,gene_symbol_match
bfgm|265|noKO|fur|Q52083,noKO,fur,uniprot,Pseudomonas putida (Arthrobacter siderocapsulatus),Pseudomonas putida (Arthrobacter siderocapsulatus),303.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,134,Ferric uptake regulation protein (Ferric uptake regulator),Fur regulon,gene_symbol_match
bfgm|266|noKO|fur|Q48835,noKO,fur,uniprot,Legionella pneumophila,Legionella pneumophila,446.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,136,Ferric uptake regulation protein (Ferric uptake regulator),Fur regulon,gene_symbol_match
bfgm|267|noKO|fur|Q51008,noKO,fur,uniprot,Neisseria gonorrhoeae,Neisseria gonorrhoeae,485.0,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,144,Ferric uptake regulation protein (Ferric uptake regulator),Fur regulon,gene_symbol_match
bfgm|268|noKO|fur|Q46463,noKO,fur,uniprot,Campylobacter upsaliensis,Campylobacter upsaliensis,28080.0,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,156,Ferric uptake regulation protein (Ferric uptake regulator),Fur regulon,gene_symbol_match
bfgm|269|noKO|fur1|O69450,noKO,fur1,uniprot,Mycolicibacterium fortuitum (Mycobacterium fortuitum),Mycolicibacterium fortuitum (Mycobacterium fortuitum),1766.0,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,161,Ferric uptake regulation protein 1 (Ferric uptake regulator 1),Fur regulon (Ralstonia),gene_symbol_match
bfgm|270|noKO|fur2|O69451,noKO,fur2,uniprot,Mycolicibacterium fortuitum (Mycobacterium fortuitum),Mycolicibacterium fortuitum (Mycobacterium fortuitum),1766.0,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,146,Ferric uptake regulation protein 2 (Ferric uptake regulator 2),Fur regulon (Ralstonia),gene_symbol_match
bfgm|271|noKO|iucA|Q76BS7,noKO,iucA,uniprot,Vibrio mimicus,Vibrio mimicus,674.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,598,N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase (EC 6.3.2.38) (Aerobactin synthase IucA),aerobactin biosynthesis,gene_symbol_match
bfgm|272|noKO|iutA|P14542,noKO,iutA,uniprot,Escherichia coli,Escherichia coli,562.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,732,Ferric aerobactin receptor (Cloacin receptor),aerobactin uptake,gene_symbol_match
bfgm|273|noKO|iutA|Q6U607,noKO,iutA,uniprot,Klebsiella pneumoniae,Klebsiella pneumoniae,573.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,733,Ferric aerobactin receptor (Iron-regulated outer membrane proteins) (IROMPs),aerobactin uptake,gene_symbol_match
bfgm|274|noKO|pirA|D0C8V9,noKO,pirA,uniprot,Acinetobacter baumannii (strain ATCC 19606 / DSM 30007 / JCM 6841 / CCUG 19606 / CIP 70.34 / NBRC 109757 / NCIMB 12457 / NCTC 12156 / 81),Acinetobacter baumannii (strain ATCC 19606 / DSM 30007 / JCM 6841 / CCUG 19606 / CIP 70.34 / NBRC 109757 / NCIMB 12457 / NCTC 12156 / 81),575584.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,754,Probable TonB-dependent siderophore receptor PirA,catechol siderophore piracy,gene_symbol_match
bfgm|275|noKO|piuA|D0CAH3,noKO,piuA,uniprot,Acinetobacter baumannii (strain ATCC 19606 / DSM 30007 / JCM 6841 / CCUG 19606 / CIP 70.34 / NBRC 109757 / NCIMB 12457 / NCTC 12156 / 81),Acinetobacter baumannii (strain ATCC 19606 / DSM 30007 / JCM 6841 / CCUG 19606 / CIP 70.34 / NBRC 109757 / NCIMB 12457 / NCTC 12156 / 81),575584.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,743,Probable TonB-dependent siderophore receptor PiuA,catechol siderophore piracy,gene_symbol_match
bfgm|276|noKO|ripA|Q8NRR3,noKO,ripA,uniprot,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / BCRC 11384 / CCUG 27702 / LMG 3730 / NBRC 12168 / NCIMB 10025 / NRRL B-2784 / 534),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / BCRC 11384 / CCUG 27702 / LMG 3730 / NBRC 12168 / NCIMB 10025 / NRRL B-2784 / 534),196627.0,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,331,HTH-type transcriptional regulator RipA (AraC-type regulator RipA) (Repressor of iron proteins A) (RIPA),DtxR regulon,gene_symbol_match
bfgm|277|noKO|ripA|Q6NI56,noKO,ripA,uniprot,Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis),Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis),257309.0,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,335,HTH-type transcriptional regulator RipA (Repressor of iron proteins A) (RIPA),DtxR regulon,gene_symbol_match
bfgm|278|noKO|ripA|Q8FQS2,noKO,ripA,uniprot,Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395),Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395),196164.0,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,332,HTH-type transcriptional regulator RipA (Repressor of iron proteins A) (RIPA),DtxR regulon,gene_symbol_match
bfgm|279|noKO|shp|P81238,noKO,shp,uniprot,Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.) (Rhodobacter sphaeroides),Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.) (Rhodobacter sphaeroides),272943.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,129,Cytochrome c-type protein SHP (Oxygen-binding heme protein) (Sphaeroides heme protein),Shr-Shp heme relay,gene_symbol_match
bfgm|280|noKO|tbpA|Q01996,noKO,tbpA,uniprot,Neisseria gonorrhoeae,Neisseria gonorrhoeae,485.0,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,915,Transferrin-binding protein A (TbpA) (Transferrin-binding protein 1),Tbp transferrin piracy,gene_symbol_match
bfgm|281|noKO|tbpB|O68937,noKO,tbpB,uniprot,Neisseria meningitidis serogroup A / serotype 4A (strain DSM 15465 / Z2491),Neisseria meningitidis serogroup A / serotype 4A (strain DSM 15465 / Z2491),122587.0,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,698,Transferrin-binding protein B (TbpB) (Transferrin-binding protein 2) (TBP-2),Tbp transferrin piracy,gene_symbol_match
